image_path,mask_path,label
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_2_9294.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_29_2003.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_58_6669.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_0_2400.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_0_2400.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_54_2601.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_78_8957.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_157_2022.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_36_1985.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_0_8081.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_0_8081.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_23_6409.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_62_3534.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_147_5718.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_153_1782.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_85_7583.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_52_7371.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_40_2562.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_117_4791.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_45_9844.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_20_199.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_71_239.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_65_3434.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_88_9102.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_83_8615.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_112_3788.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_61_6404.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_5_6678.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_121_9209.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_33_3819.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_142_8297.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_3_1594.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_7_8567.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_5_8497.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_157_4343.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_12_1954.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_31_1741.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_134_4657.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_124_3705.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_83_4882.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_2_6323.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_111_1712.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_121_4221.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_142_4895.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_63_5988.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_54_3617.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_33_3917.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_16_2158.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_64_1710.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_25_3371.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_58_830.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_22_1093.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_109_1356.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_112_8845.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_15_5256.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_8_6610.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_110_5714.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_94_6855.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_54_4913.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_7_8799.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_132_5577.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_54_4108.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_26_1318.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_29_7487.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_112_6365.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_133_8257.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_1_3725.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_119_7689.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_36_2806.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_121_8192.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_106_9222.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_70_8078.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_58_7030.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_125_6775.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_23_5847.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_133_4022.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_52_6094.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_40_432.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_92_9917.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_46_7265.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_54_8720.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_115_5984.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_148_2942.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_136_1242.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_80_6941.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_120_3849.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_110_1302.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_24_9126.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_84_7013.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_34_6439.jpeg,none,NEUTROPHIL
